merged_point_id,segment_ids_with_directions,geometry,stop_xy,segment_id,direction,travelDirection
437,0201_000.0_W,POINT (-112.2262189913969 40.72288327819547),396440_4508720,0201_000.0,W,EB
438,0080_101.5_W,POINT (-112.22478440964449 40.723405598229355),396560_4508780,0080_101.5,W,EB
439,0080_104.3_W,POINT (-112.18295456076872 40.74515774526222),400120_4511140,0080_104.3,W,EB
439,0202_000.0_W,POINT (-112.18295456076872 40.74515774526222),400120_4511140,0202_000.0,W,EB
440,0080_111.3_W,POINT (-112.06306188087444 40.770858936896516),410280_4513860,0080_111.3,W,EB
441,0080_112.5_W,POINT (-112.04069060477767 40.77089127748987),412180_4513840,0080_112.5,W,EB
441,WFRC_8159_W,POINT (-112.04069060477767 40.77089127748987),412180_4513840,WFRC_8159,W,EB
442,0080_113.3_W,POINT (-112.02505487415695 40.770919686259376),413500_4513840,0080_113.3,W,EB
442,0172_008.5_W,POINT (-112.02505487415695 40.770919686259376),413500_4513840,0172_008.5,W,EB
442,2386_000.0_W,POINT (-112.02505487415695 40.770919686259376),413500_4513840,2386_000.0,W,EB
443,0080_114.3_W,POINT (-112.00597917512326 40.76974121787698),415100_4513680,0080_114.3,W,EB
443,2386_001.3_W,POINT (-112.00597917512326 40.76974121787698),415100_4513680,2386_001.3,W,EB
443,WFRC_8160_W,POINT (-112.00597917512326 40.76974121787698),415100_4513680,WFRC_8160,W,EB
444,0080_115.3_W,POINT (-111.98652205787997 40.76444023689017),416740_4513080,0080_115.3,W,EB
444,2370_000.0_W,POINT (-111.98652205787997 40.76444023689017),416740_4513080,2370_000.0,W,EB
445,0080_117.7_W,POINT (-111.9503877114224 40.76541119104646),419780_4513160,0080_117.7,W,EB
445,0215_020.6_W,POINT (-111.9503877114224 40.76541119104646),419780_4513160,0215_020.6,W,EB
445,0215_022.3_W,POINT (-111.9503877114224 40.76541119104646),419780_4513160,0215_022.3,W,EB
446,0080_122.4_W,POINT (-111.90439256409284 40.717765475375),423620_4507820,0080_122.4,W,EB
447,0080_123.2_W,POINT (-111.88824257016243 40.71816474149377),424980_4507860,0080_123.2,W,EB
447,0089_375.7_W,POINT (-111.88824257016243 40.71816474149377),424980_4507860,0089_375.7,W,EB
448,0080_125.1_W,POINT (-111.85362904287571 40.71955846312127),427900_4507980,0080_125.1,W,EB
448,2076_003.7_W,POINT (-111.85362904287571 40.71955846312127),427900_4507980,2076_003.7,W,EB
449,0080_126.8_W,POINT (-111.82241323996946 40.71289673276295),430540_4507220,0080_126.8,W,EB
450,0080_127.0_W,POINT (-111.81927890472649 40.71242560230367),430800_4507160,0080_127.0,W,EB
450,0215_000.0_W,POINT (-111.81927890472649 40.71242560230367),430800_4507160,0215_000.0,W,EB
451,0080_127.8_W,POINT (-111.80662478710904 40.714045550499876),431860_4507320,0080_127.8,W,EB
452,0080_128.7_W,POINT (-111.78892787991386 40.71232740376877),433360_4507120,0080_128.7,W,EB
453,0080_130.4_W,POINT (-111.76509911700482 40.72844690938386),435400_4508900,0080_130.4,W,EB
454,0080_131.9_W,POINT (-111.74272433308118 40.73942600630646),437300_4510100,0080_131.9,W,EB
455,0080_136.1_W,POINT (-111.67271281202211 40.73923596397127),443200_4510020,0080_136.1,W,EB
457,0084_084.6_W,POINT (-111.9689013567605 41.14970756868531),418700_4555820,0084_084.6,W,EB
457,1508_000.7_W,POINT (-111.9689013567605 41.14970756868531),418700_4555820,1508_000.7,W,EB
458,0084_087.8_W,POINT (-111.91388764888225 41.137282174299614),423300_4554400,0084_087.8,W,EB
458,0089_405.7_W,POINT (-111.91388764888225 41.137282174299614),423300_4554400,0089_405.7,W,EB
460,0085_003.0_W,POINT (-111.95289402164828 40.4630949796568),419220_4479600,0085_003.0,W,EB
460,WFRC_8198_W,POINT (-111.95289402164828 40.4630949796568),419220_4479600,WFRC_8198,W,EB
461,0085_003.5_W,POINT (-111.97706118095736 40.475719755355364),417180_4481020,0085_003.5,W,EB
462,0085_004.5_W,POINT (-111.98741220179419 40.48196103790616),416300_4481720,0085_004.5,W,EB
462,WFRC_8007_W,POINT (-111.98741220179419 40.48196103790616),416300_4481720,WFRC_8007,W,EB
463,0085_005.8_W,POINT (-111.99935601375603 40.48923975612657),415300_4482540,0085_005.8,W,EB
463,WFRC_8048_W,POINT (-111.99935601375603 40.48923975612657),415300_4482540,WFRC_8048,W,EB
464,0085_006.0_W,POINT (-112.00282040085496 40.49344442978364),415020_4483020,0085_006.0,W,EB
465,0085_006.6_W,POINT (-112.00382517940353 40.500482726844574),414940_4483800,0085_006.6,W,EB
465,0085_007.0_W,POINT (-112.00382517940353 40.500482726844574),414940_4483800,0085_007.0,W,EB
465,WFRC_8124_W,POINT (-112.00382517940353 40.500482726844574),414940_4483800,WFRC_8124,W,EB
466,0085_007.9_W,POINT (-112.0037928533733 40.50786070027568),414960_4484620,0085_007.9,W,EB
466,2035_004.1_W,POINT (-112.0037928533733 40.50786070027568),414960_4484620,2035_004.1,W,EB
467,WFRC_8406_W,POINT (-112.00373966207623 40.511496658793334),414960_4485020,WFRC_8406,W,EB
468,0085_008.1_W,POINT (-112.00474857612902 40.52253165952641),414900_4486240,0085_008.1,W,EB
468,2030_010.0_W,POINT (-112.00474857612902 40.52253165952641),414900_4486240,2030_010.0,W,EB
469,0085_008.9_W,POINT (-112.0134688316625 40.53587872466791),414160_4487740,0085_008.9,W,EB
469,2067_000.5_W,POINT (-112.0134688316625 40.53587872466791),414160_4487740,2067_000.5,W,EB
470,0085_010.0_W,POINT (-112.01685872326883 40.53929334066218),413880_4488120,0085_010.0,W,EB
470,2060_002.8_W,POINT (-112.01685872326883 40.53929334066218),413880_4488120,2060_002.8,W,EB
471,0085_010.3_W,POINT (-112.02276169749535 40.54530365791918),413400_4488780,0085_010.3,W,EB
471,WFRC_8344_W,POINT (-112.02276169749535 40.54530365791918),413400_4488780,WFRC_8344,W,EB
472,0085_010.8_W,POINT (-112.02882115124409 40.55176901679237),412900_4489500,0085_010.8,W,EB
472,2071_001.8_W,POINT (-112.02882115124409 40.55176901679237),412900_4489500,2071_001.8,W,EB
473,0085_011.3_W,POINT (-112.03117866545179 40.56085435744485),412700_4490520,0085_011.3,W,EB
473,WFRC_8361_W,POINT (-112.03117866545179 40.56085435744485),412700_4490520,WFRC_8361,W,EB
474,0085_011.9_W,POINT (-112.03239126842529 40.56782544389518),412600_4491300,0085_011.9,W,EB
474,0085_012.5_W,POINT (-112.03239126842529 40.56782544389518),412600_4491300,0085_012.5,W,EB
474,2034_002.7_W,POINT (-112.03239126842529 40.56782544389518),412600_4491300,2034_002.7,W,EB
475,0209_005.0_W,POINT (-112.02781755386603 40.58786692833341),413020_4493520,0209_005.0,W,EB
476,0085_013.9_W,POINT (-112.03343250528825 40.60942927541317),412580_4495920,0085_013.9,W,EB
476,2036_001.2_W,POINT (-112.03343250528825 40.60942927541317),412580_4495920,2036_001.2,W,EB
477,0085_015.5_W,POINT (-112.04457499139242 40.63860201760758),411680_4499160,0085_015.5,W,EB
477,0085_017.7_W,POINT (-112.04457499139242 40.63860201760758),411680_4499160,0085_017.7,W,EB
477,2150_000.8_W,POINT (-112.04457499139242 40.63860201760758),411680_4499160,2150_000.8,W,EB
478,0085_018.7_W,POINT (-112.04370476621081 40.65311853982728),411760_4500780,0085_018.7,W,EB
478,0173_001.7_W,POINT (-112.04370476621081 40.65311853982728),411760_4500780,0173_001.7,W,EB
479,2172_003.2_W,POINT (-112.03033689922323 40.68206706645313),412940_4503980,2172_003.2,W,EB
479,WFRC_8154_W,POINT (-112.03033689922323 40.68206706645313),412940_4503980,WFRC_8154,W,EB
480,0089_297.1_W,POINT (-111.50602320952778 39.81310617804826),456680_4407140,0089_297.1,W,EB
481,0089_322.3_W,POINT (-111.59776596784279 40.10819402986181),449060_4439940,0089_322.3,W,EB
481,0089_324.2_W,POINT (-111.59776596784279 40.10819402986181),449060_4439940,0089_324.2,W,EB
482,0147_015.2_W,POINT (-111.59771585466798 40.11560526912503),449060_4440760,0147_015.2,W,EB
483,0089_324.7_W,POINT (-111.5978361091187 40.13008575145625),449060_4442360,0089_324.7,W,EB
483,0147_017.2_W,POINT (-111.5978361091187 40.13008575145625),449060_4442360,0147_017.2,W,EB
484,0089_325.7_W,POINT (-111.59791007091646 40.135312811535066),449060_4442940,0089_325.7,W,EB
485,0089_326.1_W,POINT (-111.60004657869901 40.141200159005706),448880_4443600,0089_326.1,W,EB
486,0089_326.5_W,POINT (-111.60278847553856 40.144753647209726),448660_4444000,0089_326.5,W,EB
486,2950_000.0_W,POINT (-111.60278847553856 40.144753647209726),448660_4444000,2950_000.0,W,EB
487,0089_326.8_W,POINT (-111.60377597464817 40.14760030749951),448580_4444320,0089_326.8,W,EB
487,3084_000.0_W,POINT (-111.60377597464817 40.14760030749951),448580_4444320,3084_000.0,W,EB
488,0089_327.0_W,POINT (-111.6103995122529 40.15537653003854),448020_4445180,0089_327.0,W,EB
488,2860_000.0_W,POINT (-111.6103995122529 40.15537653003854),448020_4445180,2860_000.0,W,EB
489,0089_328.5_W,POINT (-111.61062762471269 40.16668490813203),448000_4446440,0089_328.5,W,EB
489,2830_003.5_W,POINT (-111.61062762471269 40.16668490813203),448000_4446440,2830_003.5,W,EB
490,3086_000.4_W,POINT (-111.61060697626387 40.1722438486254),448000_4447060,3086_000.4,W,EB
491,0089_329.8_W,POINT (-111.62182007562056 40.201891143441934),447080_4450360,0089_329.8,W,EB
492,0089_331.1_W,POINT (-111.62906130417265 40.20696825476907),446460_4450920,0089_331.1,W,EB
493,0089_331.6_W,POINT (-111.6297942084942 40.207818347145235),446400_4451020,0089_331.6,W,EB
494,0089_331.7_W,POINT (-111.64302803623319 40.22511835550575),445300_4452940,0089_331.7,W,EB
494,3020_000.0_W,POINT (-111.64302803623319 40.22511835550575),445300_4452940,3020_000.0,W,EB
495,0089_333.1_W,POINT (-111.64372916156336 40.226051431101716),445240_4453040,0089_333.1,W,EB
496,0089_333.2_W,POINT (-111.64652667742163 40.229646786017256),445000_4453440,0089_333.2,W,EB
496,2999_003.8_W,POINT (-111.64652667742163 40.229646786017256),445000_4453440,2999_003.8,W,EB
497,0089_333.5_W,POINT (-111.6586929845465 40.22969080154438),443960_4453460,0089_333.5,W,EB
497,0189_001.6_W,POINT (-111.6586929845465 40.22969080154438),443960_4453460,0189_001.6,W,EB
498,0089_334.1_W,POINT (-111.66224528012401 40.22970026105531),443660_4453460,0089_334.1,W,EB
498,3042_000.5_W,POINT (-111.66224528012401 40.22970026105531),443660_4453460,3042_000.5,W,EB
499,0089_334.3_W,POINT (-111.66750787906288 40.22971237329863),443220_4453460,0089_334.3,W,EB
499,0089_334.6_W,POINT (-111.66750787906288 40.22971237329863),443220_4453460,0089_334.6,W,EB
499,3034_001.0_W,POINT (-111.66750787906288 40.22971237329863),443220_4453460,3034_001.0,W,EB
500,0089_334.9_W,POINT (-111.6674781630319 40.23374962933831),443220_4453920,0089_334.9,W,EB
500,3004_002.1_W,POINT (-111.6674781630319 40.23374962933831),443220_4453920,3004_002.1,W,EB
501,0089_335.0_W,POINT (-111.66745769829092 40.23645434927494),443220_4454220,0089_335.0,W,EB
501,3038_000.8_W,POINT (-111.66745769829092 40.23645434927494),443220_4454220,3038_000.8,W,EB
502,0089_335.3_W,POINT (-111.66743190560479 40.240412295973236),443220_4454660,0089_335.3,W,EB
502,3008_001.0_W,POINT (-111.66743190560479 40.240412295973236),443220_4454660,3008_001.0,W,EB
503,3006_001.6_W,POINT (-111.66741255640679 40.24430803853164),443240_4455080,3006_001.6,W,EB
504,0089_335.6_W,POINT (-111.66752060161319 40.25063916155084),443220_4455800,0089_335.6,W,EB
504,2983_000.8_W,POINT (-111.66752060161319 40.25063916155084),443220_4455800,2983_000.8,W,EB
505,0089_336.0_W,POINT (-111.6725291313136 40.256535582023226),442800_4456440,0089_336.0,W,EB
505,3012_001.3_W,POINT (-111.6725291313136 40.256535582023226),442800_4456440,3012_001.3,W,EB
506,0089_336.5_W,POINT (-111.67481371520549 40.25899983876531),442620_4456720,0089_336.5,W,EB
506,3010_001.5_W,POINT (-111.67481371520549 40.25899983876531),442620_4456720,3010_001.5,W,EB
507,0089_336.7_W,POINT (-111.6802546995467 40.2648546508287),442160_4457380,0089_336.7,W,EB
508,0089_337.2_W,POINT (-111.68212069327036 40.267858171542926),442000_4457720,0089_337.2,W,EB
508,2976_000.7_W,POINT (-111.68212069327036 40.267858171542926),442000_4457720,2976_000.7,W,EB
509,0089_337.5_W,POINT (-111.68457128509944 40.27341593518789),441800_4458320,0089_337.5,W,EB
509,0265_002.3_W,POINT (-111.68457128509944 40.27341593518789),441800_4458320,0265_002.3,W,EB
510,0089_337.9_W,POINT (-111.68531039212216 40.2750917884759),441740_4458520,0089_337.9,W,EB
510,MAG_6011_W,POINT (-111.68531039212216 40.2750917884759),441740_4458520,MAG_6011,W,EB
511,0089_338.0_W,POINT (-111.68852958738796 40.282428287360396),441460_4459340,0089_338.0,W,EB
511,2974_001.9_W,POINT (-111.68852958738796 40.282428287360396),441460_4459340,2974_001.9,W,EB
512,0089_338.5_W,POINT (-111.69179994954088 40.28977519098203),441200_4460140,0089_338.5,W,EB
512,2964_002.2_W,POINT (-111.69179994954088 40.28977519098203),441200_4460140,2964_002.2,W,EB
513,0089_339.1_W,POINT (-111.69502355778476 40.29712812812907),440940_4460960,0089_339.1,W,EB
513,2960_002.0_W,POINT (-111.69502355778476 40.29712812812907),440940_4460960,2960_002.0,W,EB
514,0089_339.6_W,POINT (-111.69819376693178 40.30448308866997),440660_4461780,0089_339.6,W,EB
514,2954_001.9_W,POINT (-111.69819376693178 40.30448308866997),440660_4461780,2954_001.9,W,EB
515,0089_340.7_W,POINT (-111.70468990708387 40.31925212952341),440120_4463440,0089_340.7,W,EB
515,2968_001.1_W,POINT (-111.70468990708387 40.31925212952341),440120_4463440,2968_001.1,W,EB
516,0089_341.3_W,POINT (-111.70787764604846 40.32650488134935),439860_4464240,0089_341.3,W,EB
516,2946_005.1_W,POINT (-111.70787764604846 40.32650488134935),439860_4464240,2946_005.1,W,EB
517,0089_341.8_W,POINT (-111.71348140022701 40.33372013437577),439400_4465040,0089_341.8,W,EB
517,2966_004.7_W,POINT (-111.71348140022701 40.33372013437577),439400_4465040,2966_004.7,W,EB
518,0089_342.4_W,POINT (-111.72307573988472 40.34467037490169),438580_4466260,0089_342.4,W,EB
518,2956_000.0_W,POINT (-111.72307573988472 40.34467037490169),438580_4466260,2956_000.0,W,EB
519,0089_343.3_W,POINT (-111.73163137530244 40.3518741541268),437860_4467060,0089_343.3,W,EB
519,2906_002.8_W,POINT (-111.73163137530244 40.3518741541268),437860_4467060,2906_002.8,W,EB
520,0089_344.0_W,POINT (-111.7360166196991 40.355545388953196),437500_4467480,0089_344.0,W,EB
521,0089_344.3_W,POINT (-111.73889632097006 40.35793390442842),437260_4467740,0089_344.3,W,EB
521,2899_000.0_W,POINT (-111.73889632097006 40.35793390442842),437260_4467740,2899_000.0,W,EB
522,0089_344.6_W,POINT (-111.74065402251368 40.359012854969876),437120_4467860,0089_344.6,W,EB
523,0089_344.7_W,POINT (-111.74704217572253 40.36103134199831),436560_4468100,0089_344.7,W,EB
523,2990_000.0_W,POINT (-111.74704217572253 40.36103134199831),436560_4468100,2990_000.0,W,EB
524,0089_345.0_W,POINT (-111.75112017213141 40.36575435074735),436220_4468620,0089_345.0,W,EB
524,2996_000.3_W,POINT (-111.75112017213141 40.36575435074735),436220_4468620,2996_000.3,W,EB
525,0089_345.4_W,POINT (-111.75980735201436 40.36803456312178),435500_4468880,0089_345.4,W,EB
525,2902_001.1_W,POINT (-111.75980735201436 40.36803456312178),435500_4468880,2902_001.1,W,EB
526,0089_345.9_W,POINT (-111.76921199172963 40.37018151147453),434700_4469120,0089_345.9,W,EB
526,0129_001.9_W,POINT (-111.76921199172963 40.37018151147453),434700_4469120,0129_001.9,W,EB
526,0129_003.0_W,POINT (-111.76921199172963 40.37018151147453),434700_4469120,0129_003.0,W,EB
527,0089_346.5_W,POINT (-111.78541107611579 40.37389869673439),433320_4469560,0089_346.5,W,EB
527,2886_000.0_W,POINT (-111.78541107611579 40.37389869673439),433320_4469560,2886_000.0,W,EB
528,0089_348.0_W,POINT (-111.80125953063818 40.3768152191793),431980_4469880,0089_348.0,W,EB
528,2918_000.0_W,POINT (-111.80125953063818 40.3768152191793),431980_4469880,2918_000.0,W,EB
529,0089_348.3_W,POINT (-111.80644766697925 40.376835911834405),431540_4469900,0089_348.3,W,EB
530,0089_348.5_W,POINT (-111.81175032882757 40.376878090477),431100_4469900,0089_348.5,W,EB
531,0089_348.8_W,POINT (-111.814556362228 40.383043980777096),430860_4470600,0089_348.8,W,EB
531,2890_000.0_W,POINT (-111.814556362228 40.383043980777096),430860_4470600,2890_000.0,W,EB
532,0089_349.3_W,POINT (-111.82199613218052 40.38692468634865),430240_4471020,0089_349.3,W,EB
532,2888_000.0_W,POINT (-111.82199613218052 40.38692468634865),430240_4471020,2888_000.0,W,EB
533,0089_350.1_W,POINT (-111.8407500345151 40.3942979808858),428640_4471860,0089_350.1,W,EB
534,0089_350.9_W,POINT (-111.84954070387958 40.39809319420105),427900_4472280,0089_350.9,W,EB
534,2884_000.0_W,POINT (-111.84954070387958 40.39809319420105),427900_4472280,2884_000.0,W,EB
535,0089_351.4_W,POINT (-111.85443614017036 40.401768836789294),427500_4472700,0089_351.4,W,EB
536,0089_351.8_W,POINT (-111.85693340498761 40.40364134684689),427280_4472920,0089_351.8,W,EB
537,0089_352.0_W,POINT (-111.86043623068444 40.406285872247715),427000_4473200,0089_352.0,W,EB
538,0089_352.2_W,POINT (-111.86929351421661 40.4127916711804),426240_4473940,0089_352.2,W,EB
538,0194_002.8_W,POINT (-111.86929351421661 40.4127916711804),426240_4473940,0194_002.8,W,EB
539,0089_362.5_W,POINT (-111.89136681183653 40.53701355298256),424520_4487740,0089_362.5,W,EB
539,0089_363.3_W,POINT (-111.89136681183653 40.53701355298256),424520_4487740,0089_363.3,W,EB
539,2055_000.0_W,POINT (-111.89136681183653 40.53701355298256),424520_4487740,2055_000.0,W,EB
540,0089_363.8_W,POINT (-111.89116676048278 40.54430915083469),424540_4488560,0089_363.8,W,EB
540,2049_000.0_W,POINT (-111.89116676048278 40.54430915083469),424540_4488560,2049_000.0,W,EB
541,2061_000.2_W,POINT (-111.89077477559087 40.55159703055473),424580_4489360,2061_000.2,W,EB
542,0089_364.3_W,POINT (-111.89080010853567 40.55885519725999),424580_4490160,0089_364.3,W,EB
542,2078_000.3_W,POINT (-111.89080010853567 40.55885519725999),424580_4490160,2078_000.3,W,EB
543,0089_364.8_W,POINT (-111.89082094448267 40.56969256437471),424600_4491380,0089_364.8,W,EB
543,2080_004.6_W,POINT (-111.89082094448267 40.56969256437471),424600_4491380,2080_004.6,W,EB
544,0089_365.5_W,POINT (-111.89088604595642 40.58056830769144),424600_4492580,0089_365.5,W,EB
544,2098_000.4_W,POINT (-111.89088604595642 40.58056830769144),424600_4492580,2098_000.4,W,EB
545,0089_366.3_W,POINT (-111.89089963682815 40.58809318720437),424600_4493420,0089_366.3,W,EB
545,0089_366.8_W,POINT (-111.89089963682815 40.58809318720437),424600_4493420,0089_366.8,W,EB
545,0209_012.2_W,POINT (-111.89089963682815 40.58809318720437),424600_4493420,0209_012.2,W,EB
546,0089_367.2_W,POINT (-111.89082955672602 40.59385389721011),424620_4494060,0089_367.2,W,EB
546,2086_000.0_W,POINT (-111.89082955672602 40.59385389721011),424620_4494060,2086_000.0,W,EB
547,0089_368.0_W,POINT (-111.89076161200202 40.60582968213234),424640_4495380,0089_368.0,W,EB
547,2090_001.0_W,POINT (-111.89076161200202 40.60582968213234),424640_4495380,2090_001.0,W,EB
548,0089_368.4_W,POINT (-111.8907564026613 40.61095656433593),424640_4495960,0089_368.4,W,EB
549,0089_369.8_W,POINT (-111.88953838751016 40.63196262649611),424780_4498280,0089_369.8,W,EB
549,0215_009.2_W,POINT (-111.88953838751016 40.63196262649611),424780_4498280,0215_009.2,W,EB
550,0089_369.9_W,POINT (-111.88940920071538 40.63326789353143),424780_4498420,0089_369.9,W,EB
550,2124_002.1_W,POINT (-111.88940920071538 40.63326789353143),424780_4498420,2124_002.1,W,EB
551,0089_370.6_W,POINT (-111.88888205538227 40.64291479986811),424840_4499500,0089_370.6,W,EB
551,2102_001.1_W,POINT (-111.88888205538227 40.64291479986811),424840_4499500,2102_001.1,W,EB
552,0089_371.0_W,POINT (-111.88854975187364 40.649336905086805),424880_4500220,0089_371.0,W,EB
552,2122_000.0_W,POINT (-111.88854975187364 40.649336905086805),424880_4500220,2122_000.0,W,EB
553,0089_371.5_W,POINT (-111.88832072664762 40.65605819480182),424900_4500960,0089_371.5,W,EB
553,2130_000.0_W,POINT (-111.88832072664762 40.65605819480182),424900_4500960,2130_000.0,W,EB
554,0089_372.0_W,POINT (-111.88829591754089 40.66435350981364),424920_4501880,0089_372.0,W,EB
554,2140_003.3_W,POINT (-111.88829591754089 40.66435350981364),424920_4501880,2140_003.3,W,EB
555,0089_372.2_W,POINT (-111.8882758521828 40.66694273508272),424920_4502160,0089_372.2,W,EB
555,2142_002.7_W,POINT (-111.8882758521828 40.66694273508272),424920_4502160,2142_002.7,W,EB
557,0089_372.6_W,POINT (-111.88828635454242 40.67433149962577),424920_4502980,0089_372.6,W,EB
557,0089_372.7_W,POINT (-111.88828635454242 40.67433149962577),424920_4502980,0089_372.7,W,EB
557,0266_003.5_W,POINT (-111.88828635454242 40.67433149962577),424920_4502980,0266_003.5,W,EB
558,2172_010.7_W,POINT (-111.88824876199399 40.68700955570654),424940_4504400,2172_010.7,W,EB
559,0089_373.6_W,POINT (-111.88825322179937 40.699821488309105),424960_4505820,0089_373.6,W,EB
559,0171_010.7_W,POINT (-111.88825322179937 40.699821488309105),424960_4505820,0171_010.7,W,EB
560,0089_374.5_W,POINT (-111.88825593464914 40.71267664743066),424980_4507240,0089_374.5,W,EB
560,0089_375.3_W,POINT (-111.88825593464914 40.71267664743066),424980_4507240,0089_375.3,W,EB
560,2262_000.6_W,POINT (-111.88825593464914 40.71267664743066),424980_4507240,2262_000.6,W,EB
561,0089_376.2_W,POINT (-111.88821503921396 40.72545464095294),425000_4508660,0089_376.2,W,EB
561,2270_000.0_W,POINT (-111.88821503921396 40.72545464095294),425000_4508660,2270_000.0,W,EB
562,2254_003.7_W,POINT (-111.88820729035737 40.7335101011928),425000_4509560,2254_003.7,W,EB
563,0089_376.8_W,POINT (-111.88821326725497 40.741616793140984),425000_4510460,0089_376.8,W,EB
563,2290_007.2_W,POINT (-111.88821326725497 40.741616793140984),425000_4510460,2290_007.2,W,EB
564,0089_377.3_W,POINT (-111.88821763762577 40.74977933880693),425020_4511360,0089_377.3,W,EB
564,2306_000.3_W,POINT (-111.88821763762577 40.74977933880693),425020_4511360,2306_000.3,W,EB
565,0089_377.9_W,POINT (-111.88821933185105 40.75195396975289),425020_4511600,0089_377.9,W,EB
565,2292_003.8_W,POINT (-111.88821933185105 40.75195396975289),425020_4511600,2292_003.8,W,EB
566,0089_378.0_W,POINT (-111.88822157588086 40.75630594058254),425020_4512080,0089_378.0,W,EB
566,2316_000.0_W,POINT (-111.88822157588086 40.75630594058254),425020_4512080,2316_000.0,W,EB
567,0089_378.3_W,POINT (-111.8882232862159 40.75848146984109),425020_4512320,0089_378.3,W,EB
567,2316_001.6_W,POINT (-111.8882232862159 40.75848146984109),425020_4512320,2316_001.6,W,EB
568,0089_378.5_W,POINT (-111.88822493798227 40.76065249452095),425020_4512560,0089_378.5,W,EB
568,0186_002.7_W,POINT (-111.88822493798227 40.76065249452095),425020_4512560,0186_002.7,W,EB
569,0089_378.6_W,POINT (-111.89108957821666 40.760647526531365),424780_4512560,0089_378.6,W,EB
569,2148_006.1_W,POINT (-111.89108957821666 40.760647526531365),424780_4512560,2148_006.1,W,EB
570,0089_378.8_W,POINT (-111.89395073529275 40.760647919471644),424540_4512580,0089_378.8,W,EB
570,0270_000.6_W,POINT (-111.89395073529275 40.760647919471644),424540_4512580,0270_000.6,W,EB
571,0089_378.9_W,POINT (-111.89681071860471 40.76064915142765),424300_4512580,0089_378.9,W,EB
571,2350_000.1_W,POINT (-111.89681071860471 40.76064915142765),424300_4512580,2350_000.1,W,EB
572,0089_379.1_W,POINT (-111.89966944324127 40.76064491723457),424060_4512580,0089_379.1,W,EB
572,2128_008.2_W,POINT (-111.89966944324127 40.76064491723457),424060_4512580,2128_008.2,W,EB
573,0089_379.2_W,POINT (-111.89967033821132 40.762804931216344),424060_4512820,0089_379.2,W,EB
574,0089_379.4_W,POINT (-111.8996724204259 40.764995071990874),424060_4513060,0089_379.4,W,EB
574,2322_002.7_W,POINT (-111.8996724204259 40.764995071990874),424060_4513060,2322_002.7,W,EB
575,0089_379.5_W,POINT (-111.89967423054316 40.76934613347951),424080_4513540,0089_379.5,W,EB
575,2328_000.1_W,POINT (-111.89967423054316 40.76934613347951),424080_4513540,2328_000.1,W,EB
576,0089_379.8_W,POINT (-111.899675453539 40.771545082462616),424080_4513780,0089_379.8,W,EB
576,2330_003.1_W,POINT (-111.899675453539 40.771545082462616),424080_4513780,2330_003.1,W,EB
577,0089_380.0_W,POINT (-111.8996779949132 40.7758619014018),424080_4514260,0089_380.0,W,EB
578,0089_380.3_W,POINT (-111.89968188100646 40.782385768746735),424080_4514980,0089_380.3,W,EB
579,0089_380.7_W,POINT (-111.8996839968637 40.786839263138006),424100_4515480,0089_380.7,W,EB
580,0089_381.0_W,POINT (-111.90105074917382 40.790105202958216),423980_4515840,0089_381.0,W,EB
581,0089_381.3_W,POINT (-111.90338006591948 40.79401654318885),423780_4516280,0089_381.3,W,EB
581,0186_000.0_W,POINT (-111.90338006591948 40.79401654318885),423780_4516280,0186_000.0,W,EB
582,0089_381.6_W,POINT (-111.91627811723538 40.81822411111221),422720_4518980,0089_381.6,W,EB
582,0089_383.5_W,POINT (-111.91627811723538 40.81822411111221),422720_4518980,0089_383.5,W,EB
583,0089_384.6_W,POINT (-111.91429490079689 40.83406019292184),422920_4520740,0089_384.6,W,EB
584,0089_384.9_W,POINT (-111.91270926725151 40.83732567018074),423060_4521100,0089_384.9,W,EB
584,1380_000.0_W,POINT (-111.91270926725151 40.83732567018074),423060_4521100,1380_000.0,W,EB
585,0089_385.0_W,POINT (-111.91180949145053 40.83895320326811),423120_4521280,0089_385.0,W,EB
585,1384_000.0_W,POINT (-111.91180949145053 40.83895320326811),423120_4521280,1384_000.0,W,EB
586,0089_385.2_W,POINT (-111.91028698418086 40.841806632605284),423260_4521600,0089_385.2,W,EB
586,1392_002.4_W,POINT (-111.91028698418086 40.841806632605284),423260_4521600,1392_002.4,W,EB
587,0089_385.7_W,POINT (-111.90674577626308 40.848422935021624),423560_4522320,0089_385.7,W,EB
587,1398_000.3_W,POINT (-111.90674577626308 40.848422935021624),423560_4522320,1398_000.3,W,EB
588,0089_386.3_W,POINT (-111.90139126385104 40.855214755374085),424020_4523080,0089_386.3,W,EB
589,0089_386.8_W,POINT (-111.89630832121507 40.86160898049678),424460_4523780,0089_386.8,W,EB
589,1388_000.0_W,POINT (-111.89630832121507 40.86160898049678),424460_4523780,1388_000.0,W,EB
590,0089_387.6_W,POINT (-111.89225492778682 40.871593843925865),424820_4524880,0089_387.6,W,EB
591,1410_002.0_W,POINT (-111.89220513698852 40.874727310271915),424820_4525240,1410_002.0,W,EB
592,0089_388.4_W,POINT (-111.89222662296764 40.894046081821436),424840_4527380,0089_388.4,W,EB
592,0089_389.1_W,POINT (-111.89222662296764 40.894046081821436),424840_4527380,0089_389.1,W,EB
592,0106_000.4_W,POINT (-111.89222662296764 40.894046081821436),424840_4527380,0106_000.4,W,EB
