TAZID,CO_TAZID,DevAcres,HH,Job,JobByAuto,HHByAuto,JobByAuto_wtByHH,HHByAuto_wtByJob,CompJobHHByAuto,JobByTran,HHByTran,JobByTran_wtByHH,HHByTran_wtByJob,CompJobHHByTran,JobByAuto_FF,HHByAuto_FF,JobByAuto_wtByHH_FF,HHByAuto_wtByJob_FF,CompJobHHByAuto_FF,JobByAuto_SL,HHByAuto_SL,JobByAuto_wtByHH_SL,HHByAuto_wtByJob_SL,CompJobHHByAuto_SL
        20,     30020,173.846732,     181.2,     138.1,     74665,     53718,  13529316,   7418424,     68109,      2396,      1722,    434239,    237848,      2185,    100717,     67872,  18250005,   9373111,     90438,    159739,    109638,  28944682,  15140987,    144059
        21,     30021,128.632214,      47.8,     462.2,     88709,     63375,   4240303,  29291843,     67112,         0,         0,         0,         0,         0,    120204,     80542,   5745745,  37226527,     86392,    170054,    116816,   8128564,  53992206,    124668
        22,     30022,104.210697,      62.8,      93.7,     87266,     62380,   5480281,   5844992,     75534,         0,         0,         0,         0,         0,    118206,     79249,   7423306,   7425631,     99841,    170688,    117309,  10719219,  10991859,    145525
        23,     30023,135.607746,      61.5,     166.6,     85004,     60825,   5227757,  10133480,     70057,      1187,       724,     72976,    120579,       900,    114974,     77153,   7070875,  12853615,     91593,    169356,    116314,  10415380,  19377882,    136565
        24,     30024,101.657431,     135.3,      12.8,     82592,     59229,  11174737,    758130,     81342,      2230,      1501,    301763,     19207,      2191,    111655,     75072,  15106963,    960924,    109697,    167777,    115220,  22700257,   1474815,    164964
        25,     30025,113.044793,     300.0,     158.1,     79705,     57369,  23911562,   9070072,     74355,      3550,      2486,   1065124,    393027,      3295,    107585,     72543,  32275530,  11469001,     99191,    166401,    114266,  49920280,  18065510,    153913
        26,     30026, 56.631464,     183.0,     181.5,     78581,     56653,  14380243,  10282515,     70420,      4204,      3028,    769392,    549517,      3766,    105958,     71546,  19390375,  12985674,     93151,    167108,    114761,  30580783,  20829187,    147626
        27,     30027,153.111351,      66.8,      10.3,     87537,     62429,   5847440,    643015,     85418,         0,         0,         0,         0,         0,    118618,     79373,   7923715,    817545,    115307,    160366,    110116,  10712475,   1134199,    156126
        28,     30028,203.300975,     156.3,     259.7,     83912,     59961,  13115394,  15571744,     71977,      1076,       699,    168195,    181517,       888,    113318,     75951,  17711648,  19724345,     94699,    157264,    108141,  24580316,  28084236,    132787
        29,     30029, 83.574133,     185.1,       3.6,     81334,     58429,  15054905,    210343,     81071,      2655,      1567,    491437,      5642,      2642,    110305,     74266,  20417533,    267358,    109891,    158200,    108754,  29282826,    391515,    157632
        30,     30030,108.781129,     309.3,      83.4,     77776,     56095,  24056134,   4678324,     74767,      3920,      2622,   1212346,    218693,      3740,    105201,     71076,  32538568,   5927745,    100464,    155248,    106831,  48018186,   8909727,    148528
        31,     30031, 64.047264,     200.0,     180.2,     79012,     57011,  15802405,  10273450,     71311,      3864,      3010,    772882,    542344,      3565,    106927,     72265,  21385357,  13022170,     94794,    156774,    107849,  31354778,  19434366,    139649
        32,     30032, 46.605744,     127.7,       3.6,     76227,     54945,   9734217,    197803,     75875,      2896,      2079,    369823,      7485,      2882,    102804,     69399,  13128077,    249835,    102250,    164036,    112690,  20947411,    405683,    163185
        33,     30033, 64.212087,     153.0,      11.3,     75203,     54270,  11506104,    613247,     74318,      2901,      2089,    443839,     23600,      2867,    101730,     68759,  15564626,    776980,    100336,    151241,    104087,  23139866,   1176181,    149247
        34,     30034, 67.305935,     173.3,      16.4,     73199,     52719,  12685389,    864584,     72103,      2043,      1476,    354010,     24204,      2012,     98794,     66629,  17121000,   1092713,     97072,    161901,    111323,  28057480,   1825690,    159193
        35,     30035, 80.425663,     257.1,         0,     71933,     51963,  18493853,         0,     71933,      1732,      1248,    445356,         0,      1732,     97462,     65901,  25057363,         0,     97462,    148945,    102160,  38293867,         0,    148945
        36,     30036, 66.078085,     116.3,         0,     66923,     48314,   7783155,         0,     66923,         0,         0,         0,         0,         0,     90499,     61159,  10525032,         0,     90499,    142372,     97689,  16557911,         0,    142372
        37,     30037,213.267221,      51.3,      72.9,     99237,     70942,   5090871,   5171692,     86242,         0,         0,         0,         0,         0,    134644,     90315,   6907241,   6583985,    114285,    174219,    119625,   8937435,   8720658,    149145
        38,     30038,207.268944,       2.1,    1234.5,     93944,     67225,    197282,  82989494,     67301,       838,       549,      1760,    678147,       550,    127311,     85469,    267354, 105511003,     85587,    171258,    117714,    359642, 145318432,    117866
        39,     30039, 82.626687,      72.7,     182.7,     81769,     58673,   5944636,  10719607,     67904,      2031,      1243,    147684,    227050,      1558,    110892,     74579,   8061815,  13625542,     89092,    157254,    108091,  11432341,  19748311,    127740
        40,     30040,118.118363,     338.7,     262.5,     79913,     57471,  27066583,  15086069,     72808,      3250,      2292,   1100768,    601655,      2947,    108306,     72970,  36683243,  19154749,     97119,    156219,    107448,  52911300,  28205120,    140779
        41,     30041, 42.716753,     107.7,     584.2,     76669,     55284,   8257303,  32296851,     60325,      3458,      2908,    372455,   1699126,      3038,    103688,     70031,  11167206,  40911899,     77965,    153191,    105447,  16498644,  61602421,    116702
        42,     30042, 43.532671,      68.9,      81.7,     78065,     56377,   5378664,   4605993,     69069,      2636,      2109,    181619,    172342,      2418,    105854,     71584,   7293313,   5848401,     91639,    158254,    108987,  10903672,   8904199,    137819
        43,     30043, 79.992258,     202.2,      81.7,     74073,     53511,  14977482,   4371846,     70073,      1562,      1267,    315914,    103493,      1505,    100414,     67899,  20303788,   5547340,     94089,    154073,    105783,  31153485,   8642460,    144679
        44,     30044, 35.151657,     156.8,         0,     72768,     52565,  11410068,         0,     72768,         0,         0,         0,         0,         0,     98569,     66645,  15455569,         0,     98569,    153695,    105585,  24099401,         0,    153695
        45,     30045, 43.925164,     139.4,      25.8,     71339,     51527,   9944712,   1329409,     69366,         0,         0,         0,         0,         0,     96622,     65316,  13469063,   1685147,     93503,    153004,    105172,  21328773,   2713433,    148240
        46,     30046,151.481435,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
        47,     30047,4319.12829,         0,         0,     76813,     54421,         0,         0,         0,         0,         0,         0,         0,         0,    104497,     69463,         0,         0,         0,    173364,    120032,         0,         0,         0
        48,     30048,456.875777,      10.0,         0,     87058,     61908,    870577,         0,     87058,         0,         0,         0,         0,         0,    118377,     78985,   1183772,         0,    118377,    165994,    114115,   1659936,         0,    165994
        49,     30049,239.937161,      53.6,     283.6,     99100,     70913,   5311743,  20110886,     77684,         0,         0,         0,         0,         0,    134367,     90193,   7202085,  25578681,    100805,    178914,    122941,   9589798,  34865943,    136388
        50,     30050,248.042036,     109.1,     450.8,     92900,     66606,  10135387,  30025898,     74184,       854,       539,     93133,    242842,       629,    125802,     84579,  13725041,  38128207,     96460,    174835,    120296,  19074528,  54229433,    136015
        51,     30051, 46.653357,      55.4,      85.1,     82248,     59202,   4556559,   5038074,     71217,      1681,      1018,     93126,     86650,      1364,    114145,     76962,   6323627,   6549482,     96347,    159805,    110023,   8853197,   9362933,    135976
        52,     30052, 45.509891,      46.0,    1800.3,     88507,     63673,   4071322, 114631314,     64692,      1976,      1513,     90879,   2723038,      1532,    120234,     81063,   5530787, 145937367,     82669,    171748,    118066,   7900395, 212554044,    120267
        53,     30053, 77.585652,     220.2,    1237.1,     80925,     58334,  17819777,  72164592,     63518,      3124,      2387,    687867,   2952805,      2556,    109616,     73995,  24137446,  91539104,     82169,    160725,    110639,  35391538, 136871176,    122132
        54,     30054, 72.913789,     170.3,     662.3,     78956,     56963,  13446177,  37726527,     63578,      3260,      2765,    555131,   1831048,      2914,    106858,     72199,  18197849,  47817188,     82624,    158608,    109272,  27011025,  72370616,    124112
        55,     30055, 75.013534,     156.2,     210.6,     78418,     56829,  12248845,  11968261,     68784,      2440,      1977,    381182,    416434,      2234,    108794,     73688,  16993547,  15518717,     93128,    157886,    108469,  24661757,  22843647,    135834
        56,     30056, 26.131260,      36.3,         0,     77488,     56172,   2812818,         0,     77488,         0,         0,         0,         0,         0,    107577,     72877,   3905038,         0,    107577,    159438,    109631,   5787593,         0,    159438
        57,     30057, 28.559692,      85.2,         0,     76479,     55259,   6516007,         0,     76479,         0,         0,         0,         0,         0,    103681,     70118,   8833605,         0,    103681,    158671,    108979,  13518728,         0,    158671
        58,     30058,252.494945,         0,         0,     69295,     50032,         0,         0,         0,         0,         0,         0,         0,         0,     93798,     63386,         0,         0,         0,    156196,    107636,         0,         0,         0
        59,     30059,190.274203,      66.8,         0,     92192,     65964,   6158419,         0,     92192,         0,         0,         0,         0,         0,    124746,     83699,   8333058,         0,    124746,    177612,    122422,  11864450,         0,    177612
        60,     30060,195.748829,      72.9,         0,     76700,     55114,   5591409,         0,     76700,      1193,       856,     86965,         0,      1193,    106931,     71975,   7795282,         0,    106931,    160591,    110976,  11707118,         0,    160591
        61,     30061, 88.242831,     239.6,         0,     83312,     60026,  19961469,         0,     83312,      2009,      1301,    481353,         0,      2009,    116335,     78478,  27873803,         0,    116335,    165075,    113793,  39552008,         0,    165075
        62,     30062, 75.224599,     204.5,      64.5,     87487,     63096,  17891078,   4069678,     83618,      3071,      2063,    628063,    133069,      2911,    122323,     82589,  25015010,   5326988,    116020,    169810,    116957,  34726182,   7543699,    161427
        63,     30063, 35.770124,      21.6,     194.3,     79725,     57338,   1722056,  11140831,     60849,      2235,      1288,     48275,    250232,      1436,    110560,     74489,   2388091,  14473287,     80146,    154749,    106533,   3342577,  20699426,    114095
        64,     30064, 85.373297,     210.3,     157.9,     83386,     60245,  17536156,   9512716,     76218,      3053,      2281,    642148,    360157,      2814,    116177,     78523,  24431953,  12398753,    104513,    161560,    111394,  33976131,  17589171,    146021
        65,     30065, 97.758595,     265.3,      69.3,     78295,     56647,  20771796,   3925638,     75372,      3629,      2435,    962867,    168759,      3468,    108369,     73284,  28750333,   5078578,    103631,    153630,    105622,  40758136,   7319590,    147147
        66,     30066, 51.309541,     162.5,     135.9,     86219,     62555,  14010661,   8501184,     78333,      2852,      2274,    463479,    309096,      2660,    120145,     81439,  19523525,  11067603,    107245,    171053,    117548,  27796096,  15974836,    153221
        67,     30067, 57.422659,     137.0,     113.8,     85005,     61636,  11645739,   7014230,     77252,      3773,      3044,    516853,    346354,      3531,    118313,     80175,  16208841,   9123876,    105660,    167852,    115268,  22995693,  13117492,    150406
        68,     30068, 52.467391,     174.2,      36.2,     82562,     59975,  14382245,   2171086,     80066,      2307,      1870,    401872,     67710,      2259,    115053,     78041,  20042276,   2825087,    110964,    168188,    115651,  29298302,   4186551,    162383
        69,     30069, 57.773502,      31.1,      76.8,     79034,     57266,   2457943,   4398045,     66057,      2543,      2085,     79073,    160139,      2270,    109702,     74295,   3411725,   5705841,     88595,    162536,    111833,   5054877,   8588801,    132311
        70,     30070, 34.826126,      98.5,      23.4,     81122,     58906,   7990535,   1378409,     78360,         0,         0,         0,         0,         0,    112941,     76593,  11124677,   1792273,    108421,    167510,    115235,  16499729,   2696491,    161010
        71,     30071,143.723585,         0,         0,     78538,     56959,         0,         0,         0,         0,         0,         0,         0,         0,    109867,     74441,         0,         0,         0,    168484,    116001,         0,         0,         0
        72,     30072, 34.086920,      96.2,      85.5,     78119,     56629,   7515071,   4841762,     70664,         0,         0,         0,         0,         0,    108419,     73448,  10429889,   6279771,     96286,    163005,    112164,  15681043,   9590011,    145366
        73,     30073,115.092528,       5.3,         0,     82772,     60135,    438691,         0,     82772,         0,         0,         0,         0,         0,    116080,     78744,    615222,         0,    116080,    174239,    119828,    923465,         0,    174239
        74,     30074,227.309852,      47.8,     127.0,     69075,     49486,   3301790,   6284771,     57055,         0,         0,         0,         0,         0,     96123,     64526,   4594699,   8194766,     76735,    159704,    110860,   7633858,  14079198,    129733
        75,     30075,149.658472,     434.7,     547.6,     99742,     71988,  43357850,  39420618,     87821,      3524,      2615,   1531850,   1432175,      3134,    139719,     94352,  60735999,  51667179,    120233,    187111,    128663,  81337046,  70455622,    162005
        76,     30076,114.941966,     414.6,     115.7,     87186,     62940,  36147348,   7282162,     83720,      2394,      1636,    992697,    189276,      2286,    122000,     82377,  50581082,   9531008,    116335,    171998,    118547,  71310322,  13715895,    164357
        77,     30077, 80.280561,     441.9,     919.7,     87418,     63107,  38630102,  58039201,     73941,      3439,      2418,   1519772,   2224220,      2873,    122251,     82553,  54022545,  75924305,    100244,    169870,    117088,  75065670, 107686050,    140610
        78,     30078,112.191671,     559.8,     292.2,     87902,     63487,  49207711,  18550915,     82096,      3548,      2410,   1985923,    704211,      3277,    122991,     83066,  68850529,  24271750,    113497,    172376,    118892,  96496319,  34740371,    159658
        79,     30079, 39.400546,     417.4,     398.5,     83229,     60347,  34739779,  24048278,     74915,      3722,      2816,   1553765,   1122053,      3393,    116029,     78585,  48430490,  31316169,    102425,    165427,    113823,  69049332,  45358291,    146678
        80,     30080, 46.560144,     492.0,     340.5,     85650,     62179,  42139940,  21171833,     78782,      4721,      3640,   2322503,   1239539,      4404,    119626,     81086,  58856214,  27609771,    108349,    171337,    117872,  84297718,  40135542,    155692
        81,     30081,187.307320,     139.6,     301.9,     82780,     60166,  11556098,  18164075,     70030,      1783,      1338,    248889,    403874,      1532,    116100,     78773,  16207518,  23781450,     95054,    175936,    121124,  24560640,  36567277,    145032
        82,     30082,152.546581,     376.8,     487.0,     88449,     64221,  33327587,  31275866,     77890,      2865,      2239,   1079680,   1090465,      2592,    123597,     83805,  46571312,  40812809,    106254,    177519,    122053,  66889224,  59440054,    153345
        83,     30083,113.808487,         0,     242.2,    101283,     73192,         0,  17727043,     73192,      4199,      3141,         0,    760777,      3141,    141829,     95870,         0,  23219773,     95870,    191604,    131789,         0,  31919344,    131789
        84,     30084, 53.080907,      87.2,     245.3,     96771,     70097,   8438401,  17194837,     80045,      5244,      3998,    457313,    980611,      4463,    135798,     91944,  11841575,  22553834,    108299,    189481,    130478,  16522750,  32006360,    152483
        85,     30085, 57.165840,      57.0,     128.6,     91213,     66366,   5199159,   8534617,     76946,      4309,      3420,    245586,    439791,      3798,    127746,     86710,   7281523,  11150884,    104183,    185187,    127287,  10555683,  16369050,    151941
        86,     30086,388.510529,      11.0,     138.0,    102008,     73217,   1122085,  10103887,     76604,         0,         0,         0,         0,         0,    142466,     95819,   1567123,  13223070,    101308,    193123,    133056,   2124356,  18361720,    140124
        87,     30087,219.151682,      42.8,         0,     78384,     57371,   3354841,         0,     78384,         0,         0,         0,         0,         0,    107999,     73486,   4622372,         0,    107999,    165727,    113577,   7093126,         0,    165727
        88,     30088,205.655239,      42.8,         0,     91341,     66439,   3909378,         0,     91341,      1339,      1072,     57320,         0,      1339,    127954,     86712,   5476424,         0,    127954,    188310,    128999,   8059669,         0,    188310
        89,     30089,199.281081,     145.0,     333.5,     92888,     68115,  13468704,  22716224,     78546,      2910,      2253,    421881,    751308,      2529,    127794,     87165,  18530168,  29069670,    104274,    174089,    119216,  25242951,  39758410,    142323
        90,     30090,271.340268,     104.6,     713.3,     93042,     67648,   9732177,  48253416,     72651,      3270,      2509,    342002,   1789617,      2659,    131167,     88919,  13720075,  63426121,     97242,    188751,    129752,  19743350,  92552424,    141376
        91,     30091,150.566799,     244.3,     117.4,     91466,     67073,  22345148,   7874386,     86023,      3007,      2328,    734591,    273278,      2855,    125819,     85807,  30737568,  10073689,    116891,    173352,    118738,  42349789,  13939834,    161165
        92,     30092,123.970634,     197.1,     188.4,     89081,     65069,  17557954,  12259033,     80351,      3850,      3026,    758891,    570175,      3551,    124735,     84795,  24585249,  15975292,    110213,    186633,    127735,  36785317,  24065267,    165218
        93,     30093,105.465780,      63.3,         0,     82996,     60760,   5253617,         0,     82996,         0,         0,         0,         0,         0,    114363,     77864,   7239154,         0,    114363,    177750,    122002,  11251589,         0,    177750
        94,     30094,205.869884,      85.7,         0,     92261,     67152,   7906758,         0,     92261,      1957,      1479,    167745,         0,      1957,    127063,     86215,  10889321,         0,    127063,    169715,    117099,  14544602,         0,    169715
        95,     30095,184.642664,     277.9,     187.7,     95188,     69812,  26452864,  13103784,     87890,      3447,      2640,    958057,    495506,      3215,    131189,     89482,  36457460,  16795857,    119194,    180764,    123827,  50234233,  23242366,    164389
        96,     30096,163.787822,     270.2,      58.9,     94115,     69024,  25429960,   4065507,     91223,      3247,      2410,    877265,    141967,      3150,    129627,     88416,  35025122,   5207704,    124876,    179697,    123120,  48554250,   7251766,    173176
        97,     30097,742.242852,         0,         0,     94501,     68309,         0,         0,         0,         0,         0,         0,         0,         0,    129571,     87386,         0,         0,         0,    171021,    117894,         0,         0,         0
        98,     30098,515.762284,      11.4,       1.9,    106093,     76760,   1209464,    145843,    103436,         0,         0,         0,         0,         0,    145240,     98147,   1655731,    186480,    140973,    186682,    128750,   2128179,    244626,    181434
        99,     30099, 47.224552,         0,         0,     92174,     67091,         0,         0,         0,         0,         0,         0,         0,         0,    127553,     86475,         0,         0,         0,    175433,    121160,         0,         0,         0
       100,     30100,115.285769,      94.1,       2.1,     98792,     71909,   9296343,    151009,     98438,      2573,      1919,    242104,      4030,      2564,    136535,     92635,  12847972,    194534,    135957,    180765,    124616,  17010004,    261693,    180026
       101,     30101,226.520192,     437.7,     132.9,     99827,     73215,  43694404,   9730308,     95739,      3662,      2673,   1602644,    355299,      3510,    137905,     94037,  60361174,  12497529,    131167,    188001,    128688,  82288241,  17102675,    178891
       102,     30102,108.195519,         0,         0,     89025,     64792,         0,         0,         0,         0,         0,         0,         0,         0,    123215,     83503,         0,         0,         0,    180201,    124797,         0,         0,         0
       103,     30103,195.757101,     222.9,      18.7,    100873,     73420,  22484577,   1372953,     99562,      2313,      1724,    515464,     32239,      2284,    139740,     94782,  31148145,   1772416,    137594,    189048,    130397,  42138890,   2438432,    186248
       104,     30104,151.304957,     157.7,     116.0,    103400,     75822,  16306217,   8795295,     94978,      4191,      3137,    660954,    363896,      3869,    143009,     97508,  22552489,  11310878,    129113,    192152,    131441,  30302411,  15247174,    173612
       105,     30105, 98.772761,      96.4,      44.2,    106871,     78314,  10302345,   3461492,    100728,      4302,      3219,    414725,    142278,      4069,    147807,    100745,  14248621,   4452915,    137684,    200197,    136930,  19298953,   6052311,    186588
       106,     30106,197.688337,     147.2,      66.2,    106092,     77764,  15616775,   5148005,    100091,      4088,      3045,    601697,    201559,      3867,    147002,    100190,  21638701,   6632587,    137085,    201038,    137546,  29592853,   9105559,    187587
       107,     30107, 55.090501,         0,         0,    104252,     75953,         0,         0,         0,         0,         0,         0,         0,         0,    144670,     98203,         0,         0,         0,    199344,    137422,         0,         0,         0
       108,     30108, 88.809657,     146.2,         0,    111292,     81289,  16270835,         0,    111292,      4170,      3097,    609717,         0,      4170,    154314,    104992,  22560759,         0,    154314,    205058,    140948,  29979490,         0,    205058
       109,     30109,946.304060,       9.3,       1.2,    114920,     82554,   1068752,     99065,    112602,         0,         0,         0,         0,         0,    158273,    106418,   1471935,    127702,    154560,    213775,    147314,   1988104,    176777,    209016
       110,     30110, 95.228257,      18.3,         0,    110147,     80026,   2015695,         0,    110147,      2327,      1728,     42592,         0,      2327,    153048,    103760,   2800777,         0,    153048,    203563,    140185,   3725195,         0,    203563
       111,     30111,140.290589,       9.1,         0,    122856,     88346,   1117989,         0,    122856,         0,         0,         0,         0,         0,    169229,    113935,   1539984,         0,    169229,    217068,    149239,   1975321,         0,    217068
       112,     30112,174.440973,      42.2,         0,    115681,     83868,   4881759,         0,    115681,      2201,      1612,     92900,         0,      2201,    161001,    108979,   6794225,         0,    161001,    214633,    147494,   9057493,         0,    214633
       113,     30113,203.628024,     102.0,         0,    112540,     82208,  11479055,         0,    112540,      3564,      2613,    363515,         0,      3564,    156295,    106259,  15942078,         0,    156295,    211789,    145037,  21602435,         0,    211789
       114,     30114,154.264831,      86.9,       1.7,    115402,     84390,  10028465,    143462,    115044,      4669,      3442,    405772,      5852,      4655,    160396,    109116,  13938373,    185497,    159803,    217495,    148351,  18900294,    252196,    216696
       115,     30115, 90.072069,       3.7,      84.8,    135300,     97297,    500608,   8250783,     99882,         0,         0,         0,         0,         0,    186188,    125473,    688894,  10640148,    129604,    233311,    159857,    863250,  13555860,    164854
       116,     30116,109.047060,      33.4,      27.7,    128552,     92630,   4293639,   2565838,    116647,      2403,      1747,     80264,     48378,      2186,    178310,    120261,   5955545,   3331238,    159071,    230882,    158399,   7711451,   4387646,    206859
       117,     30117,104.898914,      27.9,      32.4,    121732,     88462,   3396331,   2866184,    108101,      4297,      3164,    119885,    102499,      3833,    169543,    114930,   4730263,   3723736,    147167,    226036,    154748,   6306403,   5013846,    196828
       118,     30118, 81.197058,      40.9,         0,    120061,     87623,   4910481,         0,    120061,      4764,      3508,    194838,         0,      4764,    167046,    113483,   6832178,         0,    167046,    227160,    154710,   9290843,         0,    227160
       119,     30119, 88.410214,       1.0,      35.8,    133042,     95631,    133042,   3423595,     97301,         0,         0,         0,         0,         0,    182957,    123241,    182957,   4412011,    125907,    239900,    164503,    239900,   5889217,    167869
       120,     30120,230.581588,      98.0,       1.4,    125904,     90844,  12338618,    127181,    125607,      2393,      1707,    234526,      2389,      2387,    174674,    117892,  17118036,    165049,    174193,    236359,    161968,  23163143,    226755,    235729
       121,     30121,115.036147,      48.2,       7.3,    119254,     87575,   5748049,    639297,    116624,      3504,      2525,    168901,     18433,      3423,    165852,    113260,   7994046,    826800,    161486,    225224,    153537,  10855775,   1120817,    219273
       122,     30122,151.372238,      70.6,         0,    118065,     86710,   8335361,         0,    118065,      3340,      2398,    235786,         0,      3340,    164211,    112140,  11593315,         0,    164211,    225084,    153481,  15890964,         0,    225084
       123,     30123,117.795646,         0,         0,    117499,     84426,         0,         0,         0,         0,         0,         0,         0,         0,    161791,    108828,         0,         0,         0,    243175,    167367,         0,         0,         0
       124,     30124,123.415254,      91.0,       2.3,    116755,     85701,  10624728,    197113,    116293,      2955,      2078,    268907,      4779,      2942,    162900,    111116,  14823927,    255567,    162130,    218138,    149824,  19850597,    344596,    217122
       125,     30125, 61.781836,      68.8,      64.4,    123555,     90686,   8500579,   5840180,    111763,      4973,      3579,    342139,    230484,      4473,    172355,    117618,  11857998,   7574608,    152717,    224804,    154143,  15466545,   9926781,    199454
       126,     30126,198.242357,     175.4,      10.2,    121424,     89149,  21297801,    909315,    120340,      4293,      3036,    753026,     30970,      4251,    169422,    115620,  29716552,   1179325,    167614,    225714,    154820,  39590253,   1579163,    223333
       127,     30127,127.818309,     102.0,         0,    120271,     88229,  12267663,         0,    120271,      3149,      2187,    321199,         0,      3149,    167941,    114505,  17129964,         0,    167941,    225245,    154606,  22974946,         0,    225245
       128,     30128,100.177029,      86.9,       5.8,    127702,     93615,  11097289,    542966,    126394,      4857,      3427,    422103,     19878,      4802,    178392,    121631,  15502241,    705459,    176214,    232760,    159310,  20226819,    923998,    229942
       129,     30129,233.679796,      54.0,         0,    132211,     96787,   7139406,         0,    132211,      3332,      2307,    179939,         0,      3332,    184985,    125986,   9989181,         0,    184985,    242193,    165487,  13078423,         0,    242193
       130,     30130,102.635968,      72.1,       1.7,    125259,     91856,   9031180,    156155,    124795,      4227,      2947,    304775,      5010,      4209,    175039,    119342,  12620300,    202882,    174265,    234178,    160365,  16884209,    272620,    233152
       131,     30131,120.748304,      83.4,         0,    129145,     94617,  10770701,         0,    129145,      4187,      2914,    349212,         0,      4187,    180567,    123044,  15059307,         0,    180567,    242031,    165504,  20185349,         0,    242031
